Ssbsect Term Code,Ssbsect Crn,Ssbsect Subj Code,Ssbsect Crse Numb,Section-Course Title,zst_clob_to_string  'SCBDESC' ,Ssrmeet Start Date,Ssrmeet End Date,Ssrmeet Begin Time,Ssrmeet End Time,Ssrmeet All Days,Ssrmeet Begin Time am/pm,Ssrmeet End Time am/pm round up to 1/2 hr,Ssrfees Fees c,Ssrfees GST c
201382,2360,ECOM,3300,Microsoft Word Level 1 Online,"Take the first step towards producing professional quality documents quickly and easily! Familiarize yourself with the Word 
interface and its powerful features such as toolbars, commands, keyboard shortcuts, and the 
Quick Access Toolbar to format 
text, paragraphs and pages. Learn to create beautiful cover sheets; add headers and footers, and 
more!  Take your documents 
from bland to brilliant.
Prerequisite: Microsoft Windows or equivalent experience.
Requirements: None",Jan 7,Jan 8,,,,,,225,11.25
201382,2361,ECOM,3301,Microsoft Word Level 2 Online,"Save tons of time to create and format your documents with Word’s powerful formatting techniques. Create compelling documents 
with themes and styles, inserting shapes and pictures, and neatly arrange your text with tables. Learn how to create personalized 
letters to all your customers using mail merge, collaborate with others with tracking tools, and password protect your documents. 
 Communicate your reports more effectively using some easy page organization, graphics that summarize key points, and visual cues 
that guide the reader.
Prerequisite: Microsoft Word Level 1 or equivalent experience.
Requirements: None",Jan 8,Jan 9,,,,,,225,11.25
201382,2362,ECOM,3302,Microsoft Word Level 3 Online,"If you need to write a long report or thesis paper, standardize your company’s documents, or create fillable forms, you will 
maximize your Word skills in this advanced level. Learn how to quickly add cross-references, bookmarks, footnotes, as well as a 
table of contents, index, and bibliography into your reports. Save time and effort with templates and collect user data with forms. 
This course also teaches you to tailor Word to work the way you do by customizing commands and tools.Increase your 
productivity by automating your routine tasks and let Word do the work for you.
Prerequisite: Microsoft Word Level 2 or equivalent experience.
Requirements: None",Jan 9,Jan 10,,,,,,225,11.25
201382,2363,ECOM,3303,Microsoft Excel Level 1 Online,"Microsoft Excel is a powerful spreadsheet program that allows you to make quick and accurate numerical calculations, and makes 
it possible to analyze, manage, and share information to help you make better, smarter decisions. Learn the fundamentals of creating 
workbooks, formatting worksheets, manipulating cells, rows, and columns, and entering formulas. Create financial reports, perform 
statistical analysis, and manage your investment portfolios fast and effectively with Excel.
Prerequisite: None
Requirements: None",Jan 10,Jan 11,,,,,,225,11.25
201382,2364,ECOM,3304,Microsoft Excel Level 2 Online,"Now that you’ve mastered the basics of spreadsheets, get ready to explore more advanced features of Excel. Easily view and work 
with data, present data, relationships, or trends graphically using charts, and learn about how to write more complex formulas, insert 
and edit functions, and trace formulas and diagnose errors. Manage your workbooks to help you discover patterns or trends that 
can lead to more informed decisions and improve your ability to analyze large data sets.
Prerequisite: Microsoft Excel Level 1 or equivalent experience
Requirements: None",Jan 11,Jan 12,,,,,,225,11.25
201382,2365,ECOM,3305,Microsoft Excel Level 3 Online,"Efficiently model and analyze any data with the power of Excel. This course focuses on Excel’s advanced features, including 
pivotTables, sorting and filtering tables, macros, data analysis, Web and external data, and customization. Be a master in Excel and 
save time, simplify your work, and increase your productivity.
Prerequisite: Microsoft Excel Level 2 or equivalent experience.
Requirements: None",Jan 12,Jan 13,,,,,,225,11.25
201382,2368,ECOM,3308,Microsoft PowerPoint 1 Online,"Transform your ideas into professional, dynamic presentations with Microsoft PowerPoint. Whether you’re delivering annual sales 
statistics to a large audience or creating a personal slide show of your recent trip abroad, PowerPoint has all the tools you need to get 
your message across. Familiarize yourself with the PowerPoint interface and its many features including the Quick Access Toolbar, 
commands, and keyboard shortcuts. Work with text, WordArt and other objects, and create compelling slides that include pictures, 
drawings, and graphics. Design attractive presentations for more impact and take them from bland to brilliant.
Prerequisite: Microsoft Windows or equivalent experience.
Requirements: None",Jan 13,Jan 14,,,,,,225,11.25
201382,2369,ECOM,3309,Microsoft PowerPoint 2 Online,"Take your presentations from ordinary to extraordinary with the powerful features of PowerPoint.  Present your information with 
dynamic-looking charts and use PowerPoint’s SmartArt tool, a handy new feature that lets you create and insert designer-quality 
diagrams. Create impact with transition and animation effects, and keep things interesting and entertaining with multimedia. Create and 
share dynamic presentations with exciting new audio and visual capabilities to help you tell a story that is as easy to create as it is 
powerful to watch.
Prerequisite: Microsoft Windows or equivalent experience.
Requirements: None",Jan 14,Jan 15,,,,,,225,11.25
201382,2370,ECOM,3310,Microsoft Outlook Online,"Get organized with Microsoft Outlook, the premium business and personal e-mail management tool used by more than 500 million 
people worldwide.. Send and receive e-mail messages, schedule appointments and meetings, book meeting rooms, and organize your 
contacts and addresses. It also reminds you of tasks you need to complete.Stay in touch, never miss an appointment, keep on top of 
your tasks, and be organized.
Prerequisite: Microsoft Windows experience.
Requirements: None",Jan 15,Jan 16,,,,,,225,11.25
201382,2630,ECOM,3310,Microsoft Outlook Online,"Get organized with Microsoft Outlook, the premium business and personal e-mail management tool used by more than 500 million 
people worldwide.. Send and receive e-mail messages, schedule appointments and meetings, book meeting rooms, and organize your 
contacts and addresses. It also reminds you of tasks you need to complete.Stay in touch, never miss an appointment, keep on top of 
your tasks, and be organized.
Prerequisite: Microsoft Windows experience.
Requirements: None",Jan 16,Jan 17,,,,,,179,8.95
201382,2371,ECOM,3311,Point & Shoot Camera Essential,"This is THE course to give you confidence with using YOUR camera! Not sure How, When or Why to change camera settings, 
how to make sense of your Owner's Manual or how to move beyond AUTO? Investigate your camera's features, functions, body 
controls and shortcut keys. Learn where to find and how and when to use ALL of your shooting modes including the latest 
intelligent modes such as: i-Contrast, i-Auto, i-ISO, and i-Scene. Want to know when to set and use Face Detect? Center focus? 
Artificial Intelligent Auto-Focus? Navigate menus with ease and set variables with confidence. Learn about your Shooting and 
Image Review screen displays. Composition and the Rule of Thirds are touched upon with demos from your instructor. A course 
workbook is included and yours to keep after completion of this workshop. Equipment to bring to class: Camera, extra batteries or fully charged batteries, memory card, USB cable to connect to PC or 
laptop, owner's manual.",Jan 17,Jan 18,1830,2059,TR,04/01/13 18:30,04/01/13 21:00,189,9.45
201382,2384,ECOM,3316,Giving Excellent Presentations,"Do people glaze over shortly after you start talking? Do your slide shows just repeat what you’re saying? Bullet points should not 
be the focus of your presentations. Instead, deliver your message with confidence accompanied with interesting, thought-provoking 
visual aids. 
This course teaches you how deliver excellent presentations that command everyone’s attention. Learn how to:
•	Plan and prepare presentations
•	Speak confidently
•	Design pleasing slides
•	Have proper posture and body language
•	Deal with nerves
Learn to be an excellent presenter and make your message heard.",Jan 18,Jan 19,900,1559,R,04/01/13 9:00,04/01/13 16:00,179,8.95
201382,2539,ECOM,3320,Extraordinary Customer Service,"Transform your customer service into something extraordinary. As a result, more repeat business will improve your bottom line. 
Customer service separates you from your competition. Extraordinary customer service comes from focusing on the few essential 
elements that yield big results. Discover how easy it is to tweak your customer service from the ordinary to the extraordinary. You’ll 
take away a customer service plan that will help you focus on the key elements that will get you started on your pathway to success.
This course may also be taken as part of the Certificate in Customer Service. See the Certificate program section of this guide for more details.",Jan 19,Jan 20,,,,,,145,7.25
201382,2558,ECOM,3323,Recruit & Retain Gen X & Y,"Generation X balances work and friends and family.  Generation Y, the largest generation in human history, has never known a time 
when there was not a World Wide Web.  They each have very different work styles than the Baby Boomer generation. Get an 
understanding of both Gen X and Gen Y from an expert who programs and markets to Gen Y. Discover what motivates them at 
work, what incentives they respond to, and what messages they value. Then take home practical, how-to tips and techniques for 
recruiting and retaining Generation X and Y workers.",Jan 20,Jan 21,,,,,,175,8.75
201382,2541,ECOM,3325,Designing Online Instruction,"Learn about the online instructional environment, envisioning your online course, developing a web course, phases of design and development, design guidelines, and more. Discover the principles behind the adoption of technology innovation and the nature of the online learning environment.  Then get tips for planning your online course, identifying resources and design guidelines.  Discuss the phases of design and development and models, motivating student-student interaction, and managing interaction. Get the latest information on copyright issues, assessment and evaluation.",Jan 21,Jan 22,,,,,,195,9.75
201382,2542,ECOM,3326,Build Online Learn Communities,"In the online classroom it is the relationships and interactions among people through which knowledge is primarily generated. Come 
learn how to do it with the foremost authorities and authors of the popular book by the same title. Acquire a new understanding of redefining community in cyberspace. Find out the importance of a learning community. Learn about dialogue as inquiry, negotiating discussion guidelines, and intergroup 
and other forms of collaboration.
This course may also be taken as part of the Certificate in Online Teaching. See the Certificate program section of this guide for details.",Jan 22,Jan 23,,,,,,195,9.75
201382,2540,ECOM,3327,Advanced Teaching Online,"In the 21st century, it is expected that half of all learning will be online. The opportunities are tremendous for teaching online. 
Discover how to plan, develop and teach an online course. Take home a ten step model for developing your online course. 
Experience one of the most advanced online classrooms for teachers. Learn how to create online audio lectures with slide shows. 
Plus, find out how self quizzes enhance learning.  See an animation, drop-and-drop exercise, and dynamite welcome pages.  
Engage in online discussion with other teachers. An instructor’s book, Advanced Teaching Online, is included.
This course may also be taken as part of the Certificate in Online Teaching. See the Certificate program section of this guide for more details.",Jan 23,Jan 24,,,,,,195,9.75
201382,2534,ECOM,3331,Apple iPad Essentials,"The iPad is changing the face of personal computing. RDC's iPad course shows you how to unlock the full potential of this exciting 
device.  Topics include:
Commands, Settings, Customization & Troubleshooting
Networking & Syncing
Managing Mail and Contacts
Managing Calendars
Surfing the Internet
Reading iBooks 
Viewing and Managing Photos on your iPad
Music and Video
Built-In Apps
Participants are required to bring their own iPad and power adapter cable.",Jan 24,Jan 25,900,1559,S,04/01/13 9:00,04/01/13 16:00,195,9.75
201382,2543,ECOM,3332,Managing Telework Certificate,"Get the best professional development in managing telework. Then boost your productivity and your organization’s bottom line. For 
telecommuters, prospective telecommuters, those supervising telecommuters, decision makers, trainers, HR professionals, and anyone 
interested in telecommuting.  Teleworkers will position themselves for success by knowing the essential elements for managing 
themselves from a distance. Supervisors will learn the critical differences in supervising teleworkers and how to structure supervision 
for success. Discover the keys to making telecommuting a success for you and your organization.  Then learn the essentials of 
supervision critical for both telecommuters and management. Take home the core management practices to supervise telecommuters 
for a win-win for both employees and your organization.
This certificate includes two one-month courses:
1. Keys to Telecommuting Success: Sept 4 - 28
2. Supervising Telecommuters: Oct 1 - 26",Jan 25,Jan 26,,,,,,395,19.75
201382,2544,ECOM,3333,Business Coaching Certificate,"Mentoring and coaching have come to be used more frequently in organizations to improve leadership competencies and provide 
employee support. It has benefits for the employer and employee. Develop skills in the development, implementation, and support of 
coaching and mentoring programs in your workplace. Take home the much-awaited toolkit you have been searching for to improve 
your employees’ performance and create the working environment that your employees will find truly rewarding.",Jan 26,Jan 27,,,,,,295,14.75
201382,2545,ECOM,3334,Cert in Customer Service,"Customer service is now essential for business and all work organizations.  With the increase of technology, human interaction with 
customers becomes all the more important.  Whether it relates to retaining customers, serving your audience, or turning inquiries from 
potential customers into sales, good customer service is now one of the central factors in organizational success.Learn to improve your 
customer service skills to enhance your career skill set, improve productivity, and increase your organization’s success. You will also 
take away some extraordinary customer service techniques you won’t find anywhere else.
This certificate includes the following two courses:
. Keys to Customer Service
. Extraordinary Customer Service",Jan 27,Jan 28,,,,,,245,12.25
201382,2546,ECOM,3335,Keys to Customer Service,"Learning to build your customer service skills will have a powerful impact on your career success, as well as, success in other areas of your life. Through this course, you will discover the direct relationship between service skills and career achievement. You will become skilled at being an exceptional service provider. 
You can help your organization and your career by translating your good service intentions into a workable plan and gain knowledge of ways to consistently deliver great service. The payoff is enormous.
This course may also be taken as part of the Certificate in Customer Service. See the Certificate program section of this quide for more details.",Jan 28,Jan 29,,,,,,145,7.25
201382,2548,ECOM,3337,Certificate in Online Teaching,"For those new to teaching online, or those already teaching online. Get the best instruction from the foremost authorities in online 
learning.  Thousands of people have taken this fundamental yet advanced training in teaching online. From building an online course to 
improving an online course, from fostering online discussion to encouraging student interaction, from traditional assessment to online 
tests, the program will give you both the fundamentals of teaching online, as well as the most advanced tips and techniques in the 
business.  Your instructors are authors, speakers and consultants in online learning and teaching.
This certificate includes three one-week courses:
1. Advanced Teaching Online: Oct 22 - 26
2. Designing Online Instruction: Nov 5 - 9
3. Building Online Learning Communities: Dec 3 - 7",Jan 29,Jan 30,,,,,,495,24.75
201382,2550,ECOM,3338,Keys to Telecommuting,"Telecommuters are 25% 
more productive than people who work in an office, meaning your company is more profitable. Come discover the keys to making 
telecommuting a success for you and your organization.  For those new to telecommuting and those already working from home this 
course includes a 100-page guide to telecommuting.
This course may also be taken as part of the Managing Telework Certificate. See the Certificate program section of this guide for more details.",Jan 30,Jan 31,,,,,,195,9.75
201382,2551,ECOM,3339,Supervising Telecommuters,"Telecommuters can be supervised from a distance better than people working down the hall. But supervision of telecommuters is 
different than for office workers. Understanding the essentials of supervision is critical for telecommuters and supervisors, as well as 
management and organizational leadership. Telecommuters boost your organization’s profitability, productivity, financial stability, 
competitiveness and efficiency. Plus you can recruit the best people regardless of where they live. Tour a model virtual office. Then 
take away the core management practices to supervise telecommuters for a win-win for both employees and management. After 
attending, you will have the knowledge necessary to successfully supervise, and be supervised, in a distance environment.
This course may also be taken as part of the Managing Telework Certificate. See the Certificate program section of this guide for more details.",Jan 31,Feb 1,,,,,,245,12.25
201382,2552,ECOM,3340,Mobile Marketing Certificate,"The way consumers are interacting with brands and connecting to the world is changing because of mobiles. Find out about location-based marketing, mobile payments, QR codes, applications, and mobile coupons. You will learn how mobile marketing can increase your capabilities to retain current customers and gain new ones. Then get step-by-step instructions on how non-technical users can build, deploy and market smartphone applications across Android, iPhone and Blackberry platforms. Finally, get the knowledge needed to implement a mobile marketing plan for your organization. Find out about proximity marketing, mobile marketing metrics, and developing a mobile marketing campaign.
This certificate consists of three one-month courses:
1. Introduction to Mobile Marketing: Sept 4 - 28
2. Creating Cell Phone Apps for your Business (non-technical course): Oct 1 - 26
3. Advanced Mobile Marketing: Nov 5 - 30",Feb 1,Feb 2,,,,,,595,29.75
201382,2554,ECOM,3341,Mobile Marketing,"The way consumers are interacting with brands and connecting to the world is changing because of mobiles.  Find out about 
location-based marketing, mobile payments, QR codes, applications, and mobile coupons. You will learn how mobile marketing can 
increase your capabilities to retain current customers and gain new ones.
This course may also be taken as part of the Mobile Mareting Certificate. See the Certificate program section of this guide for more details.",Feb 2,Feb 3,,,,,,195,9.75
201382,2555,ECOM,3342,Advanced Mobile Marketing,"Come get the knowledge needed to implement a mobile marketing plan for your organization. Find out about proximity marketing, 
mobile marketing metrics, and developing a mobile marketing campaign. Learn how to promote your app on the web, building a 
landing page for your app, and advanced tracking of your application usage.Then take home a blueprint for creating guidelines and 
standards for your mobile marketing effort, and how to measure its success.  You will leave this course with the knowledge to 
implement a mobile marketing plan for your organization.",Feb 3,Feb 4,,,,,,245,12.25
201382,2556,ECOM,3343,Video Marketing Certificate,"Video marketing is the latest hot new marketing trend. Shoppers who viewed product videos were 144% more likely to add the product to their cart. Video with good SEO has a 53% higher chance of showing up on page one of Google searches. When done correctly, video can tell a story, and stories connect people. Video also leads to an emotion ‘trigger’ that plain text cannot do. 
This certificate consists of two one-month courses:
1. Video Marketing: Sept 4 – 28 
2. YouTube for Business: Oct 1 – 26",Feb 4,Feb 5,,,,,,395,19.75
201382,2557,ECOM,3344,Video Marketing,"Sight, sound and motion are much more compelling than static words on a page. In this course you will discover how to use simple 
online video to bond with your viewer, drive traffic to your website, boost business and build brand awareness. Learn how to use 
Google and YouTube with your video to market your business 24/7 . 
This course may also be taken as part of the Video Marketing Certificate. See the Certificate program section of this guide for more details.",Feb 5,Feb 6,,,,,,245,12.25
201382,2559,ECOM,3345,Program Evaluation Non-Profits,"Enhance your understanding of program evaluation within the nonprofit context.  Find out how to improve your evaluation planning, 
data collection, data analysis and data use.  Special attention will be paid to the real-world challenges that organizations may face when 
conducting evaluation, including staff time, costs and reporting evaluation results to funders. By the close of the course, you will have a 
complete program logic model and evaluation plan ready for implementation.",Feb 6,Feb 7,,,,,,245,12.25
201382,2560,ECOM,3346,Revenue Generation Non-Profits,"Build revenue streams for your non-profit organization.  They are essential not only to keep your doors open but also to expand your 
services.  Discover how to increase revenue from your current activities. Develop strategies for building new ones.  Know how to 
effectively set prices or fees. Understand the 20% that generates 80% of your revenue. These are basic concepts that will yield greater 
results. After taking this course you will have the knowledge to improve your revenue generation and generate a better surplus.",Feb 7,Feb 8,,,,,,495,24.75
201382,2561,ECOM,3347,Using Personality Profiles,"Understanding yourself and others will increase your overall effectiveness at work, home, and in all of your relationships. Learn how to 
improve your communication with others, convey your ideas effectively, and improve your ability to understand what is important to 
those who don’t share your same style. Course fee includes your own DiSC Behavioral Personality Profile assessment and review.",Feb 8,Feb 9,,,,,,195,9.75
201382,2562,ECOM,3348,Advanced Website Strategies,"You have a website, but why will your customers want to come back or buy something or take action? Do you really know who you 
are selling to? Do you know what you want to say to them? Do you know how you want to say it? Discover ways to identify who your 
ideal audience is. Learn how to create content that is engaging and purposeful. Find out what you want to say to them. Explore where 
you want to say it. And finally, find out how you want to say it. In one month, you will be better equipped to create your own content 
marketing strategy and create a content-rich website that exceeds the needs of your visitors.",Feb 9,Feb 10,,,,,,195,9.75
201382,2563,ECOM,3349,Media Buying Strategies,"Discover the marketing planning process to clearly delineate the relationship between marketing and media-buying decisions. 
Marketing functions are examined through case analysis to successfully integrate all elements of the media-buying process. This course 
presents concepts and strategies from a business decision-making perspective. This approach reflects the emphasis on the marketing 
decisions that business owners are most likely to confront in their marketing operations when meeting with various media outlets and 
managing their marketing campaigns. Come away with knowledge of media buying strategies to promote your organization and boost 
sales and profits.",Feb 10,Feb 11,,,,,,195,9.75
201382,1373,EMAN,1003,The Successful Supervisor,Supervisors are special people with special skills. Your boss has decided you are the person for the job. Now you need the skills to be successful in this new role. Get started on the road to being an effective supervisor by learning and practicing effective supervisory skills.,Feb 11,Feb 12,830,1629,W,04/01/13 8:30,04/01/13 16:30,249,12.45
201382,1467,EMAN,1009,Customer Service Excellence,"Regardless of how good your product is, without excellent customer service, you are at risk of giving your competitors the upper hand. Customers buying behaviour is often based on their customer service experience. As an owner, manager or employee, you hold the key to customer satisfaction and assuring repeat business. 
This interactive session gives you the tools for success by:
•	Understanding your customer
•	Having the right attitude
•	Meeting and exceeding customer expectations
•	Dealing with conflict and managing stress
Invest in yourself, your business and your future by learning the value of excellent customer service.",Feb 12,Feb 13,830,1629,F,04/01/13 8:30,04/01/13 16:30,249,12.45
201382,2495,EMAN,1016,Conflict Management,"Every now and then we will run into conflict. It is how you react to this conflict that will create the outcome to be positive or negative. The purpose of this course is to provide you with an effective and proven strategy to deal workplace conflict situations. Using a four-step model, this one-day workshop gives you the ability to see conflicts as an opportunity for growth, collaboration and innovation. In this course you will learn hands on how to embrace conflict and use its energy for relationship building and problem solving.",Feb 13,Feb 14,900,1559,F,04/01/13 9:00,04/01/13 16:00,249,12.45
201382,2101,EMAN,1034,Writing Effective Proposals,"Regardless of the type of proposal you need to write, the quidelines for a good proposal are the same. The most important goal of a proposal is to get your project, work contract, or funding approved. This two-day course covers all the steps from obtaining the needed information to preparing the proposal, to the laying out of the final document. Write an effective proposal that gets approved!",Feb 14,Feb 15,830,1629,RF,04/01/13 8:30,04/01/13 16:30,349,17.45
201382,2233,EMAN,1035,Business Writing,"With access to office computers, many individuals are expected to produce their own highly professional documents. Your value to your organization may depend on how clearly and persuasively you write. Learning about and practising several key techniques, you will develop your ability to write more quickly, clearly, and concisely.",Feb 15,Feb 16,830,1629,R,04/01/13 8:30,04/01/13 16:30,319,15.95
201382,1526,EMAN,1047,Mgmt Skills for Supervisors,"This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.
Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm
Day 1: Making the Transition 
Todd Reed, Business Consultant
- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance
Day 2: Supervision and People
Todd Reed, Business Consultant
- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles
Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer
- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening
Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator
- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people
Day 5: Team Building
Nick Kooman, Professional Facilitator
- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance
Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant
- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff
Register four or more participants and receive 10% off all registrations.",Feb 16,Feb 17,830,1629,F,04/01/13 8:30,04/01/13 16:30,5980,74.75
201382,1526,EMAN,1047,Mgmt Skills for Supervisors,"This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.
Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm
Day 1: Making the Transition 
Todd Reed, Business Consultant
- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance
Day 2: Supervision and People
Todd Reed, Business Consultant
- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles
Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer
- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening
Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator
- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people
Day 5: Team Building
Nick Kooman, Professional Facilitator
- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance
Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant
- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff
Register four or more participants and receive 10% off all registrations.",Feb 17,Feb 18,830,1629,F,04/01/13 8:30,04/01/13 16:30,5980,74.75
201382,1526,EMAN,1047,Mgmt Skills for Supervisors,"This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.
Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm
Day 1: Making the Transition 
Todd Reed, Business Consultant
- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance
Day 2: Supervision and People
Todd Reed, Business Consultant
- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles
Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer
- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening
Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator
- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people
Day 5: Team Building
Nick Kooman, Professional Facilitator
- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance
Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant
- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff
Register four or more participants and receive 10% off all registrations.",Feb 18,Feb 19,830,1629,F,04/01/13 8:30,04/01/13 16:30,5980,74.75
201382,1526,EMAN,1047,Mgmt Skills for Supervisors,"This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.
Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm
Day 1: Making the Transition 
Todd Reed, Business Consultant
- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance
Day 2: Supervision and People
Todd Reed, Business Consultant
- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles
Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer
- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening
Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator
- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people
Day 5: Team Building
Nick Kooman, Professional Facilitator
- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance
Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant
- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff
Register four or more participants and receive 10% off all registrations.",Feb 19,Feb 20,830,1629,F,04/01/13 8:30,04/01/13 16:30,5980,74.75
201382,160,EMAN,1047,Mgmt Skills for Supervisors,"This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.
Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm
Day 1: Making the Transition 
Todd Reed, Business Consultant
- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance
Day 2: Supervision and People
Todd Reed, Business Consultant
- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles
Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer
- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening
Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator
- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people
Day 5: Team Building
Nick Kooman, Professional Facilitator
- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance
Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant
- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff
Register four or more participants and receive 10% off all registrations.",Feb 20,Feb 21,830,1629,W,04/01/13 8:30,04/01/13 16:30,5980,74.75
201382,160,EMAN,1047,Mgmt Skills for Supervisors,"This program is designed to provide you with the skills and knowledge needed to effectively supervise and manage others. The six dynamic, interactive sessions cover all aspects of the supervisory function. Whether you are a new or an experienced supervisor, you will benefit from this program by learning the practical skills necessary to succeed as a supervisor in today¿s working world. Price includes all materials, coffee breaks and lunches.
Six consecutive Tuesdays, 8:30 am ¿ 4:30 pm
Day 1: Making the Transition 
Todd Reed, Business Consultant
- Transition to supervisor
- Building trust
- Planning and organizing work
- Managing performance
Day 2: Supervision and People
Todd Reed, Business Consultant
- Understanding personality types using Myers-Briggs Type Indicator (MBTI®) 
- The four functions of a manager/supervisor
- Management versus leadership
- Leadership styles
Day 3: Effective Communication Skills 
Dennis Eisenbarth, Professional Facilitator/Trainer
- The communication process
- Communication barriers
- Perception
- Non-verbal communication
- Listening
Day 4: Conflict Resolution Skills for Supervisors
Jan Gehrke, Professional Facilitator and Certified Mediator/Negotiator
- Conflict resolution styles
- Intra-group conflict
- Inter-group conflict
- Dealing with difficult people
Day 5: Team Building
Nick Kooman, Professional Facilitator
- Building relationships
- Facilitation skills
- Evaluating team development
- Managing performance
Day 6: Coaching and Counselling Employees
Ed Grose, Human Resources Consultant
- Selection interviews
- Coaching and counselling
- Performance appraisals
- Developing staff
Register four or more participants and receive 10% off all registrations.",Feb 21,Feb 22,830,1629,W,04/01/13 8:30,04/01/13 16:30,5980,74.75
